"","Day","Station","Min.Delay","Min.Gap","Bound","Line","TTC.clean_time.labeled","Month"
"394","Monday","CASTLE FRANK STATION","8","10","E","BD","Evening","April"
"395","Monday","JANE STATION","3","5","E","BD","Evening","April"
"396","Monday","KENNEDY BD STATION","3","5","W","BD","Evening","April"
"397","Tuesday","OLD MILL STATION","9","13","W","BD","Night","May"
"398","Tuesday","MCCOWAN STATION","5","10","S","SRT","Morning","May"
"399","Tuesday","MCCOWAN STATION","5","10","S","SRT","Morning","May"
"400","Tuesday","KENNEDY BD STATION","5","7","W","BD","Morning","May"
"401","Tuesday","SUMMERHILL STATION","3","5","N","YU","Morning","May"
"402","Tuesday","WELLESLEY STATION","5","8","S","YU","Morning","May"
"403","Tuesday","NORTH YORK CTR STATION","19","22","S","YU","Afternoon","May"
"404","Tuesday","UNION STATION","3","6","N","YU","Afternoon","May"
"405","Tuesday","SHEPPARD STATION","3","5","N","YU","Evening","May"
"406","Tuesday","GREENWOOD STATION","3","5","E","BD","Evening","May"
"407","Tuesday","BLOOR STATION","3","8","N","YU","Evening","May"
"408","Wednesday","WILSON STATION","5","10","N","YU","Night","May"
"409","Wednesday","DUPONT STATION","6","8","S","YU","Morning","May"
"410","Wednesday","WARDEN STATION","5","7","W","BD","Morning","May"
"411","Wednesday","VICTORIA PARK STATION","5","7","W","BD","Morning","May"
"412","Wednesday","DONLANDS STATION","3","6","E","BD","Morning","May"
"413","Wednesday","VAUGHAN MC STATION","8","11","S","YU","Afternoon","May"
"414","Wednesday","VAUGHAN MC STATION","7","10","S","YU","Afternoon","May"
"415","Wednesday","WILSON STATION","10","13","N","YU","Afternoon","May"
"416","Wednesday","DAVISVILLE STATION","3","6","S","YU","Afternoon","May"
"417","Wednesday","QUEEN'S PARK STATION","4","7","S","YU","Afternoon","May"
"418","Wednesday","WARDEN STATION","7","9","W","BD","Afternoon","May"
"419","Wednesday","GLENCAIRN STATION","8","10","S","YU","Afternoon","May"
"420","Wednesday","SPADINA BD STATION","4","6","W","BD","Afternoon","May"
"421","Wednesday","COLLEGE STATION","3","5","N","YU","Evening","May"
"422","Wednesday","YORK MILLS STATION","14","17","N","YU","Evening","May"
"423","Wednesday","KEELE STATION","4","8","E","BD","Evening","May"
"424","Thursday","KEELE STATION","3","5","E","BD","Morning","May"
"425","Thursday","KEELE STATION","7","9","W","BD","Morning","May"
"426","Thursday","DONLANDS STATION","3","6","W","BD","Morning","May"
"427","Thursday","WARDEN STATION","6","9","E","BD","Afternoon","May"
"428","Thursday","KENNEDY BD STATION","3","6","W","BD","Afternoon","May"
"429","Thursday","COLLEGE STATION","5","8","S","YU","Afternoon","May"
"430","Thursday","SCARB CTR STATION","5","10","N","SRT","Afternoon","May"
"431","Thursday","MIDLAND STATION","5","10","S","SRT","Afternoon","May"
"432","Thursday","BLOOR STATION","3","6","N","YU","Evening","May"
"433","Thursday","WELLESLEY STATION","6","8","N","YU","Evening","May"
"434","Thursday","LAWRENCE EAST STATION","20","25","N","SRT","Evening","May"
"435","Friday","BAY STATION","14","18","W","BD","Night","May"
"436","Friday","HIGHWAY 407 STATION","7","10","S","YU","Night","May"
"437","Friday","ST GEORGE BD STATION","8","12","W","BD","Morning","May"
"438","Friday","KIPLING STATION","3","5","E","BD","Morning","May"
"439","Friday","KIPLING STATION","3","5","E","BD","Morning","May"
"440","Friday","KIPLING STATION","3","5","E","BD","Morning","May"
"441","Friday","KIPLING STATION","3","5","E","BD","Morning","May"
"442","Friday","KIPLING STATION","3","5","E","BD","Morning","May"
"443","Friday","KIPLING STATION","3","5","E","BD","Morning","May"
"444","Friday","YORK MILLS STATION","5","7","N","YU","Morning","May"
"445","Friday","DON MILLS STATION","3","8","W","SHP","Morning","May"
"446","Friday","SHEPPARD WEST STATION","6","10","N","YU","Morning","May"
"447","Friday","KENNEDY BD STATION","3","6","W","BD","Afternoon","May"
"448","Friday","SHEPPARD WEST STATION","5","8","N","YU","Afternoon","May"
"449","Friday","KIPLING STATION","3","6","E","BD","Afternoon","May"
"450","Friday","WILSON STATION","17","20","S","YU","Afternoon","May"
"451","Friday","WARDEN STATION","4","7","E","BD","Afternoon","May"
"452","Friday","COXWELL STATION","3","6","W","BD","Afternoon","May"
"453","Friday","WOODBINE STATION","8","11","E","BD","Evening","May"
"454","Friday","WILSON STATION","18","21","S","YU","Evening","May"
"455","Friday","ROSEDALE STATION","11","13","N","YU","Evening","May"
"456","Friday","WILSON STATION","16","19","S","YU","Evening","May"
"457","Friday","BLOOR STATION","15","17","S","YU","Evening","May"
"458","Friday","KIPLING STATION","15","18","W","BD","Evening","May"
"459","Friday","LAWRENCE EAST STATION","29","35","N","SRT","Evening","May"
"460","Friday","DUFFERIN STATION","5","8","W","BD","Evening","May"
"461","Friday","YORK MILLS STATION","3","6","S","YU","Evening","May"
"462","Friday","DUFFERIN STATION","3","7","W","BD","Evening","May"
"463","Friday","ROYAL YORK STATION","4","8","E","BD","Evening","May"
"464","Friday","VICTORIA PARK STATION","7","11","W","BD","Evening","May"
"465","Friday","GLENCAIRN STATION","6","9","N","YU","Evening","May"
"466","Friday","PAPE STATION","5","9","E","BD","Evening","May"
"467","Friday","KENNEDY BD STATION","6","10","W","BD","Evening","May"
"468","Saturday","DAVISVILLE STATION","4","9","N","YU","Night","May"
"469","Saturday","ROSEDALE STATION","4","9","N","YU","Night","May"
"470","Saturday","HIGH PARK STATION","5","9","W","BD","Night","May"
"471","Saturday","MCCOWAN STATION","6","12","S","SRT","Morning","May"
"472","Saturday","KIPLING STATION","3","7","E","BD","Morning","May"
"473","Saturday","VAUGHAN MC STATION","5","10","N","YU","Morning","May"
"474","Saturday","BROADVIEW STATION","7","11","E","BD","Morning","May"
"475","Saturday","OSSINGTON STATION","5","9","E","BD","Evening","May"
"476","Saturday","DON MILLS STATION","8","13","W","SHP","Evening","May"
"477","Sunday","DAVISVILLE STATION","5","10","N","YU","Morning","May"
"478","Sunday","VAUGHAN MC STATION","3","8","S","YU","Morning","May"
"479","Sunday","WILSON STATION","5","10","N","YU","Afternoon","May"
"480","Sunday","QUEEN STATION","7","11","N","YU","Afternoon","May"
"481","Sunday","BROADVIEW STATION","3","7","W","BD","Afternoon","May"
"482","Sunday","COXWELL STATION","4","8","W","BD","Evening","May"
"483","Sunday","YORKDALE STATION","5","10","N","YU","Evening","May"
"484","Monday","BESSARION STATION","5","10","W","SHP","Night","May"
"485","Monday","YORK MILLS STATION","15","18","S","YU","Night","May"
"486","Monday","ST GEORGE YUS STATION","4","8","S","YU","Morning","May"
"487","Monday","KENNEDY BD STATION","3","5","W","BD","Morning","May"
"488","Monday","DAVISVILLE STATION","5","7","S","YU","Morning","May"
"489","Monday","WILSON STATION","8","10","S","YU","Morning","May"
"490","Monday","ST ANDREW STATION","11","13","S","YU","Morning","May"
"491","Monday","COLLEGE STATION","3","6","N","YU","Afternoon","May"
"492","Monday","BLOOR STATION","4","7","S","YU","Afternoon","May"
"493","Monday","QUEEN'S PARK STATION","3","6","S","YU","Afternoon","May"
"494","Monday","ST ANDREW STATION","3","6","N","YU","Afternoon","May"
"495","Monday","ISLINGTON STATION","3","6","E","BD","Afternoon","May"
"496","Monday","COLLEGE STATION","4","7","N","YU","Afternoon","May"
"497","Monday","BROADVIEW STATION","17","19","W","BD","Evening","May"
"498","Monday","MAIN STREET STATION","41","43","W","BD","Evening","May"
"499","Monday","COXWELL STATION","7","9","W","BD","Evening","May"
"500","Monday","COLLEGE STATION","3","5","S","YU","Evening","May"
"501","Monday","DAVISVILLE STATION","4","6","S","YU","Evening","May"
"502","Monday","ST PATRICK STATION","9","11","S","YU","Evening","May"
"503","Monday","KENNEDY BD STATION","4","8","E","BD","Evening","May"
"504","Tuesday","BAYVIEW STATION","4","9","E","SHP","Night","May"
"505","Tuesday","WELLESLEY STATION","9","14","S","YU","Night","May"
"506","Tuesday","PIONEER VILLAGE STATIO","5","10","N","YU","Morning","May"
"507","Tuesday","BESSARION STATION","10","15","E","SHP","Morning","May"
"508","Tuesday","ISLINGTON STATION","5","7","W","BD","Afternoon","May"
"509","Tuesday","WILSON STATION","8","11","S","YU","Afternoon","May"
"510","Tuesday","KEELE STATION","5","8","E","BD","Afternoon","May"
"511","Tuesday","BLOOR STATION","11","13","S","YU","Evening","May"
"512","Tuesday","YORK MILLS STATION","12","14","N","YU","Evening","May"
"513","Tuesday","GLENCAIRN STATION","3","5","N","YU","Evening","May"
"514","Tuesday","OLD MILL STATION","8","11","W","BD","Evening","May"
"515","Tuesday","ELLESMERE STATION","3","9","N","SRT","Evening","May"
"516","Tuesday","UNION STATION","10","13","N","YU","Evening","May"
"517","Wednesday","SHERBOURNE STATION","3","5","W","BD","Morning","May"
"518","Wednesday","KENNEDY SRT STATION","5","10","N","SRT","Afternoon","May"
"519","Wednesday","SPADINA BD STATION","7","10","E","BD","Afternoon","May"
"520","Wednesday","SUMMERHILL STATION","3","6","N","YU","Afternoon","May"
"521","Wednesday","WILSON STATION","3","6","N","YU","Afternoon","May"
"522","Wednesday","MAIN STREET STATION","5","8","E","BD","Afternoon","May"
"523","Wednesday","DONLANDS STATION","3","5","W","BD","Afternoon","May"
"524","Wednesday","ELLESMERE STATION","3","8","N","SRT","Afternoon","May"
"525","Wednesday","DUPONT STATION","3","6","N","YU","Afternoon","May"
"526","Wednesday","LAWRENCE WEST STATION","3","5","S","YU","Evening","May"
"527","Wednesday","BLOOR STATION","4","7","N","YU","Evening","May"
"528","Wednesday","KENNEDY SRT STATION","6","11","N","SRT","Evening","May"
"529","Wednesday","DAVISVILLE STATION","3","5","N","YU","Evening","May"
"530","Wednesday","COXWELL STATION","4","8","W","BD","Evening","May"
"531","Wednesday","DAVISVILLE STATION","3","7","S","YU","Evening","May"
"532","Thursday","LAWRENCE STATION","8","13","N","YU","Night","May"
"533","Thursday","GREENWOOD STATION","9","14","E","BD","Morning","May"
"534","Thursday","LAWRENCE WEST STATION","10","12","S","YU","Morning","May"
"535","Thursday","ROSEDALE STATION","3","5","N","YU","Morning","May"
"536","Thursday","LANSDOWNE STATION","3","5","E","BD","Morning","May"
"537","Thursday","ROSEDALE STATION","10","12","S","YU","Morning","May"
"538","Thursday","BLOOR STATION","3","5","S","YU","Morning","May"
"539","Thursday","VAUGHAN MC STATION","4","6","S","YU","Morning","May"
"540","Thursday","WOODBINE STATION","13","15","E","BD","Afternoon","May"
"541","Thursday","VAUGHAN MC STATION","11","15","S","YU","Afternoon","May"
"542","Thursday","KENNEDY SRT STATION","5","10","N","SRT","Evening","May"
"543","Thursday","OSSINGTON STATION","3","5","W","BD","Evening","May"
"544","Thursday","KENNEDY BD STATION","3","5","W","BD","Evening","May"
"545","Thursday","VICTORIA PARK STATION","5","7","W","BD","Evening","May"
"546","Thursday","CASTLE FRANK STATION","4","8","E","BD","Evening","May"
"547","Thursday","ROYAL YORK STATION","10","13","E","BD","Evening","May"
"548","Thursday","YORKDALE STATION","5","7","N","YU","Evening","May"
"549","Friday","YORK MILLS STATION","5","10","N","YU","Morning","May"
"550","Friday","ELLESMERE STATION","3","9","S","SRT","Morning","May"
"551","Friday","GLENCAIRN STATION","4","7","N","YU","Morning","May"
"552","Friday","LAWRENCE WEST STATION","3","6","S","YU","Morning","May"
"553","Friday","WILSON STATION","3","6","S","YU","Morning","May"
"554","Friday","YORKDALE STATION","3","6","S","YU","Morning","May"
"555","Friday","YORK MILLS STATION","3","6","S","YU","Morning","May"
"556","Friday","QUEEN STATION","3","6","N","YU","Morning","May"
"557","Friday","ISLINGTON STATION","3","6","W","BD","Morning","May"
"558","Friday","DUFFERIN STATION","3","6","E","BD","Afternoon","May"
"559","Friday","KING STATION","3","6","N","YU","Afternoon","May"
"560","Friday","WELLESLEY STATION","3","6","S","YU","Afternoon","May"
"561","Friday","KEELE STATION","23","25","E","BD","Afternoon","May"
"562","Friday","MCCOWAN STATION","5","10","W","SRT","Afternoon","May"
"563","Friday","KEELE STATION","5","7","W","BD","Afternoon","May"
"564","Friday","ELLESMERE STATION","7","12","S","SRT","Afternoon","May"
"565","Friday","WILSON STATION","3","5","N","YU","Afternoon","May"
"566","Friday","WARDEN STATION","8","10","W","BD","Afternoon","May"
"567","Friday","VAUGHAN MC STATION","3","5","S","YU","Afternoon","May"
"568","Friday","SHEPPARD WEST STATION","3","5","N","YU","Evening","May"
"569","Friday","MUSEUM STATION","3","5","N","YU","Evening","May"
"570","Friday","KIPLING STATION","4","6","E","BD","Evening","May"
"571","Friday","WILSON STATION","10","13","N","YU","Evening","May"
"572","Friday","ST GEORGE BD STATION","5","7","E","BD","Evening","May"
"573","Friday","WILSON STATION","3","6","S","YU","Evening","May"
"574","Friday","WOODBINE STATION","9","12","E","BD","Evening","May"
"575","Friday","WARDEN STATION","3","6","W","BD","Evening","May"
"576","Friday","KENNEDY BD STATION","5","10","W","BD","Evening","May"
"577","Friday","COXWELL STATION","4","8","E","BD","Evening","May"
"578","Friday","CASTLE FRANK STATION","3","7","E","BD","Evening","May"
"579","Saturday","MCCOWAN STATION","6","12","N","SRT","Night","May"
"580","Saturday","MCCOWAN STATION","6","12","N","SRT","Night","May"
"581","Saturday","BLOOR STATION","8","13","N","YU","Night","May"
"582","Saturday","DON MILLS STATION","10","15","W","SHP","Morning","May"
"583","Saturday","WILSON STATION","21","26","N","YU","Morning","May"
"584","Saturday","KENNEDY BD STATION","4","8","W","BD","Morning","May"
"585","Saturday","BLOOR STATION","3","8","S","YU","Morning","May"
"586","Saturday","PAPE STATION","4","8","E","BD","Morning","May"
"587","Saturday","SCARB CTR STATION","3","10","S","SRT","Morning","May"
"588","Saturday","WILSON STATION","8","12","N","YU","Afternoon","May"
"589","Saturday","BLOOR STATION","3","6","S","YU","Afternoon","May"
"590","Saturday","DAVISVILLE STATION","3","6","N","YU","Afternoon","May"
"591","Saturday","DON MILLS STATION","28","33","W","SHP","Afternoon","May"
"592","Saturday","KENNEDY BD STATION","4","8","E","BD","Afternoon","May"
"593","Saturday","ST GEORGE BD STATION","4","7","W","BD","Evening","May"
"594","Saturday","KEELE STATION","3","7","W","BD","Evening","May"
"595","Saturday","PIONEER VILLAGE STATIO","5","10","N","YU","Evening","May"
"596","Saturday","VAUGHAN MC STATION","5","10","S","YU","Evening","May"
"597","Saturday","SHEPPARD WEST STATION","5","10","N","YU","Evening","May"
"598","Saturday","CHESTER STATION","5","10","E","BD","Evening","May"
"599","Sunday","SHEPPARD WEST STATION","4","9","N","YU","Morning","May"
"600","Sunday","MIDLAND STATION","3","9","S","SRT","Afternoon","May"
"601","Sunday","SHEPPARD WEST STATION","5","10","S","YU","Afternoon","May"
"602","Sunday","OSSINGTON STATION","3","7","W","BD","Afternoon","May"
"603","Sunday","KING STATION","4","8","N","YU","Afternoon","May"
"604","Sunday","YORK MILLS STATION","12","16","S","YU","Afternoon","May"
"605","Sunday","WOODBINE STATION","3","7","E","BD","Evening","May"
"606","Sunday","VAUGHAN MC STATION","5","10","N","YU","Evening","May"
"607","Sunday","SHEPPARD WEST STATION","4","9","N","YU","Evening","May"
"608","Sunday","DUFFERIN STATION","10","14","E","BD","Evening","May"
"609","Monday","KIPLING STATION","6","12","E","BD","Morning","May"
"610","Monday","SHEPPARD WEST STATION","4","9","S","YU","Morning","May"
"611","Monday","KEELE STATION","4","6","W","BD","Morning","May"
"612","Monday","BATHURST STATION","4","6","E","BD","Morning","May"
"613","Monday","DONLANDS STATION","3","6","E","BD","Morning","May"
"614","Monday","WILSON STATION","3","5","S","YU","Afternoon","May"
"615","Monday","LAWRENCE STATION","3","6","S","YU","Afternoon","May"
"616","Monday","WILSON STATION","3","5","S","YU","Afternoon","May"
"617","Monday","COXWELL STATION","5","7","W","BD","Evening","May"
"618","Monday","WILSON STATION","3","5","N","YU","Evening","May"
"619","Monday","CASTLE FRANK STATION","3","6","E","BD","Evening","May"
"620","Monday","JANE STATION","27","30","E","BD","Evening","May"
"621","Monday","ST GEORGE BD STATION","5","8","W","BD","Evening","May"
"622","Monday","ST GEORGE YUS STATION","6","9","N","YU","Evening","May"
"623","Tuesday","ST ANDREW STATION","6","11","N","YU","Night","May"
"624","Tuesday","KENNEDY BD STATION","3","5","W","BD","Morning","May"
"625","Tuesday","KENNEDY BD STATION","3","5","W","BD","Morning","May"
